question_id,clip_id,musical_element,primary_skill_code,primary_skill_name,secondary_skill_codes,learning_stage,difficulty_band,period,genre,ensemble,metadata_confidence,metadata_review_status
II110,CLIP-B3308EB3F053,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Suite,Solo,high,Tagged
II111,CLIP-C782E9B83D9A,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Suite,Solo,high,Tagged
II112,CLIP-135A59FE028C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Suite,Solo,high,Tagged
II113,CLIP-B3825A13E565,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Suite,Solo,high,Tagged
II114,CLIP-A94AC8BECC60,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Suite,Solo,high,Tagged
II115,CLIP-47D7D98369F9,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical/Romantic transition,Sonata,Piano Accomp.,high,Tagged
II116,CLIP-F8FB5A280766,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical/Romantic transition,Sonata,Piano Accomp.,high,Tagged
II117,CLIP-AD2DB69A7EE3,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical/Romantic transition,Sonata,Piano Accomp.,high,Tagged
II118,CLIP-37A7379871C1,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Piano Accomp.,medium,Review
II119,CLIP-03096476FA01,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Piano Accomp.,medium,Review
II120,CLIP-6876B6152E9A,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,,Piano Accomp.,medium,Review
II121,CLIP-39A78E100F57,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II122,CLIP-FAFA2497DB2D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II123,CLIP-7618D2ADFE4C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II124,CLIP-57C047F8D75D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II125,CLIP-01042F72A584,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II126,CLIP-94B6BA022D2E,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II127,CLIP-D3D26F2B5D2D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II128,CLIP-70308671E2D0,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II129,CLIP-36921F8C2C62,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II130,CLIP-07FD422E937F,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II131,CLIP-B0F9BC01503D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,Concerto,Orchestral,medium,Review
II132,CLIP-5D06541EE76D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II133,CLIP-5E3697E97AF9,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II134,CLIP-EDFBD8323161,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II135,CLIP-4A359D3AA48D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II136,CLIP-798FB76436FA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II137,CLIP-824757EBEE02,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II138,CLIP-73DC72BF2BFD,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II139,CLIP-DD934A1AC654,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II140,CLIP-487EFDB64270,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II141,CLIP-223625F52037,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II142,CLIP-F0ABD6BD0059,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II143,CLIP-31903357C654,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,Classical,Concerto,Orchestral,high,Tagged
II144,CLIP-DB8A59720FEA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Sonata,Organ Accomp.,medium,Review
II145,CLIP-9B48EF37C953,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Sonata,Organ Accomp.,medium,Review
II146,CLIP-1441083271BE,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical,Concerto,Orchestral,high,Tagged
II147,CLIP-42A26B1CE7F3,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical,Concerto,Orchestral,high,Tagged
II148,CLIP-E5A7C974485B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical,Concerto,Orchestral,high,Tagged
II149,CLIP-988026B56804,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,Classical,Concerto,Orchestral,high,Tagged
II150,CLIP-0D7A12C7C8CA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,,Piano Accomp.,medium,Review
II151,CLIP-BBECBD99CDBA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Mastering,,,Piano Accomp.,medium,Review
II152,CLIP-02851133C455,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II153,CLIP-43BEEA988951,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Orchestral,medium,Review
II154,CLIP-F168787183FF,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Orchestral,medium,Review
II155,CLIP-B91E15900556,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Orchestral,medium,Review
II156,CLIP-6D04F46E1D7B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Orchestral,medium,Review
II157,CLIP-F02F4F0665A3,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II158,CLIP-C9C565AA53EA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II159,CLIP-AAC411858B8B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II160,CLIP-8679929A56DB,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II161,CLIP-6B2D2BBC123E,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II162,CLIP-75330FED18CA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II163,CLIP-EDB81DF286DA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II164,CLIP-2FBCD147C45A,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Organ Accomp.,medium,Review
II165,CLIP-B129975CA877,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Organ Accomp.,high,Review
II166,CLIP-4FBBB1E3EC4C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Organ Accomp.,high,Review
II167,CLIP-68AF0678FFE5,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Organ Accomp.,high,Review
II168,CLIP-4A4A80174AE2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Organ Accomp.,high,Review
II169,CLIP-DFA08C359229,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Organ Accomp.,high,Review
II170,CLIP-E6A3E7DE44AA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Securing,,Concerto,Organ Accomp.,high,Review
II171,CLIP-1B941FF1FCA8,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II172,CLIP-73D5EEB7A8ED,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II173,CLIP-90D319FF10FB,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II174,CLIP-5DBEAC8A2C84,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II175,CLIP-A7BF25114F0F,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,Concerto,Orchestral,medium,Review
II176,CLIP-B0B0FF994D43,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II177,CLIP-7E0AC5ACD21B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II178,CLIP-BC26B94AD95F,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II179,CLIP-A9DE6E8A06B8,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II180,CLIP-4A5FAF4D271C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II181,CLIP-8970C2F99BBD,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II182,CLIP-86C34A7CC395,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II183,CLIP-D6B003076E31,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Classical,Concerto,Orchestral,high,Tagged
II184,CLIP-ACBFF3E416EF,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II185,CLIP-9D48CE95FB64,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II186,CLIP-E590279A6122,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II187,CLIP-CE25D995E7F2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II188,CLIP-77DE80019C0B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II189,CLIP-9239BB7B2FB8,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II190,CLIP-CEC919EFB589,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,,Piano Accomp.,medium,Review
II191,CLIP-016C95D89DFA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II192,CLIP-0024FF2C50EC,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II193,CLIP-843210991A7E,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II194,CLIP-5845A044CD66,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II195,CLIP-E1877A931785,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II196,CLIP-B47DD91F94E4,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II197,CLIP-62C75ECD829C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II198,CLIP-CE29BE459C36,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II199,CLIP-0F1FCCD712F0,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II200,CLIP-EF182646E68B,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Sonata,Harpsichord,high,Tagged
II201,CLIP-1DE00A9590AD,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II202,CLIP-C81EA4E0BE39,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II203,CLIP-7BB5B895D6A5,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II204,CLIP-AFE19D7846DE,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II205,CLIP-16D259CD4557,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II206,CLIP-0C0FFC6D626D,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II207,CLIP-6F84DEBB8645,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,,Solo,medium,Review
II208,CLIP-3EAD4854A69E,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II209,CLIP-6E037A9F9829,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II210,CLIP-FB7E09009EAA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II211,CLIP-25F4D9626BFA,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II212,CLIP-EDE043EEBCDF,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II213,CLIP-5F1879348783,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II214,CLIP-87E9492E1C09,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II215,CLIP-09CEF0C242B2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II216,CLIP-B072174C5AA4,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II217,CLIP-4496388612F7,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II218,CLIP-C7D3885C0D79,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,,Solo,medium,Review
II219,CLIP-A89184FDB547,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,Study,Solo,medium,Review
II220,CLIP-1AE8537D18E1,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,Study,Solo,medium,Review
II221,CLIP-3ACFF6CE24F8,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,Study,Solo,medium,Review
II222,CLIP-CADC131A5680,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,,Study,Solo,medium,Review
II223,CLIP-48E27688FE57,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Sonata,Solo,high,Tagged
II224,CLIP-60BB46F776B2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Sonata,Solo,high,Tagged
II225,CLIP-4EE3AA2514D4,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Sonata,Solo,high,Tagged
II226,CLIP-63EB450C8A35,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Sonata,Solo,high,Tagged
II227,CLIP-952610961D87,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Foundation,Baroque,Sonata,Solo,high,Tagged
II228,CLIP-55D4282CCD22,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Solo,medium,Review
II229,CLIP-3CD1AABF08E3,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Solo,medium,Review
II230,CLIP-3E816ACAF811,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Solo,medium,Review
II231,CLIP-8E43AE73D1BB,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Developing,,,Solo,medium,Review
II232,CLIP-35DF42429447,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II233,CLIP-93FE2168ED49,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II234,CLIP-DF39CA591657,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II235,CLIP-814FF391A831,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II236,CLIP-4D8E159595EE,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II237,CLIP-C063D3BA59D6,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II238,CLIP-4F5E8F8A74FE,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II239,CLIP-50D7D774C9E3,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II240,CLIP-B63C778B6F19,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II241,CLIP-C050D3CA1445,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II242,CLIP-19ED672103DD,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II243,CLIP-453FE3DB5970,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II244,CLIP-AEEE96E36876,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II245,CLIP-D98A84D602B2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II246,CLIP-9CD4C9A4E77C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II247,CLIP-F21C35E195E2,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II248,CLIP-B43473022B15,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II249,CLIP-83C6C0E30D6C,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,Baroque,Concerto,Orchestral,high,Tagged
II250,CLIP-5335CB74B95E,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II251,CLIP-9199ADAC9AED,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II252,CLIP-0AE002FD30B0,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II253,CLIP-74FC499C1520,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Concerto,Orchestral,high,Review
II254,CLIP-ACBB12D5AB50,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Sonata,Organ Accomp.,high,Review
II255,CLIP-5EE666745614,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Ungraded,,Sonata,Organ Accomp.,high,Review
